"JXT4EGSP0AX100096","2010","06",40920,73
"JXT4EGSP0AX100097","2010","09",11610,93
"JXT4EGSP0AX100098","2010","06",51300,66
"JXT5EGSP0AX100099","2010","08",4240,98
"JXT5EGSP0AX100100","2010","04",34680,77
"JXT4EGSP0AX100101","2010","01",5280,97
"JXT4EGSP0AX100102","2010","11",31240,80
"JXT4EGSP0AX100103","2010","03",3180,98
"JXT4EGSP0AX100104","2010","03",14010,91
"JXT4EGSP0AX100105","2010","07",18130,88
"JXT4EGSP0AX100106","2010","04",28960,81
"JXT4EGSP0AX100107","2010","02",7480,96
"JXT4EGSP0AX100108","2010","08",11680,93
"JXT4EGSP0AX100109","2010","05",25800,83
"JXT5EGSP0AX100110","2010","02",8240,95
"JXT5EGSP0AX100111","2010","08",8400,95
"JXT4EGSP0AX100112","2010","02",13960,91
"JXT4EGSP0AX100113","2010","07",28630,81
"JXT4EGSP0AX100114","2010","08",68880,55
"JXT4EGSP0AX100115","2010","03",10350,94
"JXT5EGSP0AX100116","2010","02",4800,97
"JXT4EGSP0AX100117","2010","10",40500,73
"JXT5EGSP0AX100118","2010","10",46600,69
"JXT5EGSP0AX100119","2010","04",23200,85
"JXT4EGSP0AX100120","2010","06",16020,90
"JXT4EGSP0AX100121","2010","12",119160,21
"JXT4EGSP0AX100122","2010","01",6310,96
"JXT4EGSP0AX100123","2010","07",61880,59
"JXT4EGSP0AX100124","2010","04",6480,96
"JXT4EGSP0AX100125","2010","09",22770,85
"JXT4EGSP0AX100126","2010","12",59520,61
"JXT4EGSP0AX100127","2010","10",73100,52
"JXT5EGSP0AX100128","2010","03",22200,86
"JXT4EGSP0AX100129","2010","01",6770,96
"JXT4EGSP0AX100130","2010","11",53130,65
"JXT4EGSP0AX100131","2010","11",20570,87
"JXT4EGSP0AX100132","2010","05",21050,86
"JXT4EGSP0AX100133","2010","07",66920,56
"JXT5EGSP0AX100134","2010","07",3150,98
"JXT5EGSP0AX100135","2010","07",69930,54
"JXT4EGSP0AX100136","2010","01",440,100
"JXT5EGSP0AX100137","2010","08",9920,94
"JXT5EGSP0AX100138","2010","06",46440,70
"JXT5EGSP0AX100139","2010","01",890,100
"JXT4EGSP0AX100140","2010","10",33900,78
"JXT5EGSP0AX100141","2010","08",4080,98
"JXT4EGSP0AX100142","2010","10",20300,87
"JXT5EGSP0AX100143","2010","05",18600,88
"JXT5EGSP0AX100144","2010","10",26200,83
"JXT5EGSP0AX100145","2010","10",75900,50
"JXT5EGSP0AX100146","2010","09",18450,88
"JXT5EGSP0AX100147","2010","07",38080,75
"JXT5EGSP0AX100148","2010","07",64540,57
"JXT4EGSP0AX100149","2010","03",18300,88
"JXT5EGSP0AX100150","2010","12",109680,27
"JXT5EGSP0AX100151","2010","11",99990,34
"JXT5EGSP0AX100152","2010","10",67100,56
"JXT4EGSP0AX100153","2010","11",80740,47
"JXT5EGSP0AX100154","2010","07",50470,67
"JXT4EGSP0AX100155","2010","03",300,100
"JXT4EGSP0AX100156","2010","08",24080,84
"JXT4EGSP0AX100157","2010","05",46000,70
"JXT4EGSP0AX100158","2010","10",14000,91
"JXT4EGSP0AX100159","2010","05",23300,85
"JXT5EGSP0AX100160","2010","11",95920,37
"JXT4EGSP0AX100161","2010","11",105490,30
"JXT4EGSP0AX100162","2010","07",64470,58
"JXT4EGSP0AX100163","2010","08",34880,77
"JXT4EGSP0AX100164","2010","01",2230,99
"JXT4EGSP0AX100165","2010","11",24090,84
"JXT2EGSP0AX100166","2010","11",80300,47
"JXT4EGSP0AX100167","2010","09",4590,97
"JXT4EGSP0AX100168","2010","04",26640,83
"JXT4EGSP0AX100169","2010","10",54100,64
"JXT4EGSP0AX100170","2010","04",27760,82
"JXT4EGSP0AX100171","2010","11",77110,49
"JXT4EGSP0AX100172","2010","06",5280,97
"JXT2EGSP0AX100173","2010","05",10800,93
"JXT4EGSP0AX100174","2010","03",9480,94
"JXT5EGSP0AX100175","2010","05",16100,90
"JXT5EGSP0AX100176","2010","08",22160,86
"JXT5EGSP0AX100177","2010","10",75800,50
"JXT4EGSP0AX100178","2010","04",35000,77
"JXT4EGSP0AX100179","2010","05",31350,80
"JXT4EGSP0AX100180","2010","05",46400,70
"JXT5EGSP0AX100181","2010","08",77520,49
"JXT4EGSP0AX100182","2010","07",630,100
"JXT4EGSP0AX100183","2010","09",28260,82
"JXT4EGSP0AX100184","2010","08",35360,77
"JXT4EGSP0AX100185","2010","12",87600,42
"JXT4EGSP0AX100186","2010","06",21600,86
"JXT5EGSP0AX100187","2010","10",72100,52
"JXT4EGSP0AX100188","2010","10",32800,79
"JXT5EGSP0AX100189","2010","01",2620,99
"JXT5EGSP0AX100190","2010","06",21000,86
"JXT4EGSP0AX100191","2010","05",24600,84
"JXT4EGSP0AX100192","2010","12",107760,29
"JXT4EGSP0AX100193","2010","04",36480,76
"JXT5EGSP0AX100194","2010","01",4520,97
"JXT5EGSP0AX100195","2010","04",30760,80
"JXT4EGSP0AX100196","2010","07",6860,96
"JXT4EGSP0AX100197","2010","10",88200,42
"JXT4EGSP0AX100198","2010","11",20020,87
"JXT5EGSP0AX100199","2010","05",26300,83
"JXT4EGSP0AX100200","2010","06",46080,70
"JXT4EGSP0AX100201","2010","04",10040,94
"JXT4EGSP0AX100202","2010","10",70900,53
"JXT4EGSP0AX100203","2010","07",65590,57
"JXT5EGSP0AX100204","2010","10",49000,68
"JXT5EGSP0AX100205","2010","10",40100,74
"JXT4EGSP0AX100206","2010","03",11760,93
"JXT5EGSP0AX100207","2010","08",54480,64
"JXT2EGSP0AX100208","2010","01",6170,96
"JXT4EGSP0AX100209","2010","08",45840,70
"JXT5EGSP0AX100210","2010","10",46000,70
"JXT4EGSP0AX100211","2010","09",19260,88
"JXT4EGSP0AX100212","2010","04",5400,97
"JXT5EGSP0AX100213","2010","03",1200,100
"JXT4EGSP0AX100214","2010","07",46620,69
"JXT4EGSP0AX100215","2010","01",7940,95
"JXT4EGSP0AX100216","2010","08",53280,65
"JXT4EGSP0AX100217","2010","11",6600,96
"JXT4EGSP0AX100218","2010","06",9720,94
"JXT4EGSP0AX100219","2010","02",1860,99
"JXT4EGSP0AX100220","2010","02",4360,98
"JXT4EGSP0AX100221","2010","07",13160,92
"JXT4EGSP0AX100222","2010","10",24200,84
"JXT4EGSP0AX100223","2010","08",22720,85
"JXT5EGSP0AX100224","2010","12",26640,83
"JXT4EGSP0AX100225","2010","04",9920,94
"JXT5EGSP0AX100226","2010","01",5620,97
"JXT2EGSP0AX100227","2010","08",9120,94
"JXT4EGSP0AX100228","2010","06",42060,72
"JXT4EGSP0AX100229","2010","02",3900,98
"JXT4EGSP0AX100230","2010","02",4540,97
"JXT4EGSP0AX100231","2010","07",27930,82
"JXT4EGSP0AX100232","2010","08",75440,50
"JXT5EGSP0AX100233","2010","05",26950,83
"JXT4EGSP0AX100234","2010","04",12480,92
"JXT4EGSP0AX100235","2010","02",2120,99
"JXT5EGSP0AX100236","2010","12",22200,86
"JXT4EGSP0AX100237","2010","05",15700,90
"JXT4EGSP0AX100238","2010","01",9550,94
"JXT2EGSP0AX100239","2010","05",45300,70
"JXT5EGSP0AX100240","2010","05",10050,94
"JXT4EGSP0AX100241","2010","12",67560,55
"JXT5EGSP0AX100242","2010","12",63840,58
"JXT4EGSP0AX100243","2010","04",33000,78
"JXT4EGSP0AX100244","2010","02",16020,90
"JXT4EGSP0AX100245","2010","12",96960,36
"JXT5EGSP0AX100246","2010","04",16560,89
"JXT4EGSP0AX100247","2010","09",32760,79
"JXT5EGSP0AX100248","2010","06",48000,68
"JXT4EGSP0AX100249","2010","03",11850,93
"JXT5EGSP0AX100250","2010","05",3900,98
"JXT4EGSP0AX100251","2010","08",5040,97
"JXT4EGSP0AX100252","2010","05",550,100
"JXT4EGSP0AX100253","2010","03",8160,95
"JXT2EGSP0AX100254","2010","05",37050,76
"JXT4EGSP0AX100255","2010","02",6280,96
"JXT4EGSP0AX100256","2010","05",16900,89
"JXT2EGSP0AX100257","2010","01",2370,99
"JXT4EGSP0AX100258","2010","12",47280,69
"JXT5EGSP0AX100259","2010","07",44450,71
"JXT5EGSP0AX100260","2010","08",34240,78
"JXT4EGSP0AX100261","2010","04",34240,78
"JXT4EGSP0AX100262","2010","02",1440,100
"JXT4EGSP0AX100263","2010","04",24080,84
"JXT4EGSP0AX100264","2010","09",26010,83
"JXT4EGSP0AX100265","2010","01",3000,98
"JXT4EGSP0AX100266","2010","08",70960,53
"JXT5EGSP0AX100267","2010","02",3960,98
"JXT5EGSP0AX100268","2010","06",27180,82
"JXT4EGSP0AX100269","2010","01",3320,98
"JXT4EGSP0AX100270","2010","05",22900,85
"JXT2EGSP0AX100271","2010","07",17430,89
"JXT4EGSP0AX100272","2010","02",8320,95
"JXT5EGSP0AX100273","2010","04",38880,75
"JXT4EGSP0AX100274","2010","09",56970,63
"JXT4EGSP0AX100275","2010","04",24040,84
"JXT4EGSP0AX100276","2010","05",20250,87
"JXT4EGSP0AX100277","2010","11",17050,89
"JXT5EGSP0AX100278","2010","07",13370,92
"JXT4EGSP0AX100279","2010","01",3120,98
"JXT4EGSP0AX100280","2010","09",48240,68
"JXT2EGSP0AX100281","2010","12",49320,68
"JXT4EGSP0AX100282","2010","08",63920,58
"JXT5EGSP0AX100283","2010","05",40050,74
"JXT4EGSP0AX100284","2010","01",7810,95
"JXT4EGSP0AX100285","2010","01",890,100
"JXT4EGSP0AX100286","2010","02",11480,93
"JXT4EGSP0AX100287","2010","12",79920,47
"JXT5EGSP0AX100288","2010","05",46150,70
"JXT5EGSP0AX100289","2010","04",7320,96
"JXT2EGSP0AX100290","2010","07",53340,65
"JXT5EGSP0AX100291","2010","12",61200,60
"JXT4EGSP0AX100292","2010","09",60570,60
"JXT4EGSP0AX100293","2010","04",7240,96
"JXT5EGSP0AX100294","2010","02",9280,94
"JXT4EGSP0AX100295","2010","11",14850,91
"JXT4EGSP0AX100296","2010","10",10500,93
"JXT5EGSP0AX100297","2010","10",76300,50
"JXT4EGSP0AX100298","2010","08",75760,50
"JXT5EGSP0AX100299","2010","09",18900,88
"JXT4EGSP0AX100300","2010","11",71170,53
"JXT4EGSP0AX100301","2010","01",8040,95
"JXT4EGSP0AX100302","2010","04",17000,89
"JXT4EGSP0AX100303","2010","01",1430,100
"JXT4EGSP0AX100304","2010","09",73260,52
"JXT4EGSP0AX100305","2010","07",62440,59
"JXT4EGSP0AX100306","2010","07",5600,97
"JXT4EGSP0AX100307","2010","06",19500,87
"JXT5EGSP0AX100308","2010","06",8100,95
"JXT5EGSP0AX100309","2010","09",15390,90
"JXT2EGSP0AX100310","2010","10",97600,35
"JXT5EGSP0AX100311","2010","01",1460,100
"JXT5EGSP0AX100312","2010","06",1080,100
"JXT4EGSP0AX100313","2010","03",8790,95
"JXT4EGSP0AX100314","2010","10",7300,96
"JXT4EGSP0AX100315","2010","11",440,100
"JXT4EGSP0AX100316","2010","04",30400,80
"JXT5EGSP0AX100317","2010","04",13280,92
"JXT4EGSP0AX100318","2010","12",14280,91
"JXT4EGSP0AX100319","2010","10",78300,48
"JXT4EGSP0AX100320","2010","03",1710,99
"JXT4EGSP0AX100321","2010","03",27660,82
"JXT4EGSP0AX100322","2010","05",11400,93
"JXT4EGSP0AX100323","2010","06",7080,96
"JXT5EGSP0AX100324","2010","06",20880,87
"JXT4EGSP0AX100325","2010","09",78390,48
"JXT4EGSP0AX100326","2010","01",4810,97
"JXT4EGSP0AX100327","2010","02",10180,94
"JXT5EGSP0AX100328","2010","03",25260,84
"JXT4EGSP0AX100329","2010","02",16420,90
"JXT4EGSP0AX100330","2010","12",25560,83
"JXT4EGSP0AX100331","2010","08",42640,72
"JXT4EGSP0AX100332","2010","11",23980,85
"JXT4EGSP0AX100333","2010","03",17100,89
"JXT5EGSP0AX100334","2010","06",25740,83
"JXT4EGSP0AX100335","2010","03",16530,89
"JXT4EGSP0AX100336","2010","01",820,100
"JXT5EGSP0AX100337","2010","11",63030,58
"JXT5EGSP0AX100338","2010","10",78500,48
"JXT4EGSP0AX100339","2010","10",15900,90
"JXT5EGSP0AX100340","2010","01",6000,96
"JXT5EGSP0AX100341","2010","09",15300,90
"JXT4EGSP0AX100342","2010","02",12180,92
"JXT4EGSP0AX100343","2010","11",15620,90
"JXT5EGSP0AX100344","2010","08",20320,87
"JXT5EGSP0AX100345","2010","08",14880,91
"JXT5EGSP0AX100346","2010","05",2150,99
"JXT4EGSP0AX100347","2010","11",39050,74
"JXT5EGSP0AX100348","2010","04",680,100
"JXT4EGSP0AX100349","2010","06",13200,92
"JXT4EGSP0AX100350","2010","02",17640,89
"JXT4EGSP0AX100351","2010","01",30,100
"JXT4EGSP0AX100352","2010","07",42210,72
"JXT2EGSP0AX100353","2010","10",72200,52
"JXT4EGSP0AX100354","2010","05",29950,81
"JXT4EGSP0AX100355","2010","10",48700,68
"JXT4EGSP0AX100356","2010","09",540,100
"JXT4EGSP0AX100357","2010","08",45200,70
"JXT4EGSP0AX100358","2010","11",51260,66
"JXT2EGSP0AX100359","2010","08",75360,50
"JXT4EGSP0AX100360","2010","12",10320,94
"JXT4EGSP0AX100361","2010","02",1100,100
"JXT4EGSP0AX100362","2010","10",71200,53
"JXT5EGSP0AX100363","2010","08",78640,48
"JXT4EGSP0AX100364","2010","09",37620,75
"JXT4EGSP0AX100365","2010","01",6970,96
"JXT5EGSP0AX100366","2010","08",7200,96
"JXT4EGSP0AX100367","2010","06",47040,69
"JXT5EGSP0AX100368","2010","04",24840,84
"JXT4EGSP0AX100369","2010","12",58920,61
"JXT5EGSP0AX100370","2010","03",8490,95
"JXT4EGSP0AX100371","2010","06",34860,77
"JXT5EGSP0AX100372","2010","02",40,100
"JXT4EGSP0AX100373","2010","01",3740,98
"JXT5EGSP0AX100374","2010","04",11480,93
"JXT5EGSP0AX100375","2010","05",17050,89
"JXT4EGSP0AX100376","2010","12",2880,99
"JXT4EGSP0AX100377","2010","07",30940,80
"JXT5EGSP0AX100378","2010","05",11100,93
"JXT5EGSP0AX100379","2010","04",19680,87
"JXT4EGSP0AX100380","2010","12",43440,72
"JXT4EGSP0AX100381","2010","12",102480,32
"JXT5EGSP0AX100382","2010","03",1860,99
"JXT4EGSP0AX100383","2010","02",13460,92
"JXT4EGSP0AX100384","2010","12",105600,30
"JXT2EGSP0AX100385","2010","07",57400,62
"JXT5EGSP0AX100386","2010","05",17950,89
"JXT5EGSP0AX100387","2010","07",31080,80
"JXT4EGSP0AX100388","2010","01",7160,96
"JXT4EGSP0AX100389","2010","11",102520,32
"JXT4EGSP0AX100390","2010","06",57840,62
"JXT4EGSP0AX100391","2010","05",41550,73
"JXT4EGSP0AX100392","2010","08",42080,72
"JXT4EGSP0AX100393","2010","07",67620,55
"JXT5EGSP0AX100394","2010","11",9570,94
"JXT5EGSP0AX100395","2010","02",10420,94
"JXT4EGSP0AX100396","2010","03",12270,92
"JXT4EGSP0AX100397","2010","06",11280,93
"JXT5EGSP0AX100398","2010","03",570,100
"JXT2EGSP0AX100399","2010","01",9050,94
"JXT4EGSP0AX100400","2010","12",64920,57
"JXT5EGSP0AX100401","2010","11",49830,67
"JXT4EGSP0AX100402","2010","10",32400,79
"JXT4EGSP0AX100403","2010","01",2610,99
"JXT4EGSP0AX100404","2010","04",14320,91
"JXT2EGSP0AX100405","2010","12",35520,77
"JXT4EGSP0AX100406","2010","10",84600,44
"JXT4EGSP0AX100407","2010","07",48790,68
"JXT4EGSP0AX100408","2010","07",28210,82
"JXT4EGSP0AX100409","2010","11",102850,32
"JXT4EGSP0AX100410","2010","03",14730,91
"JXT5EGSP0AX100411","2010","09",14040,91
"JXT4EGSP0AX100412","2010","07",5880,97
"JXT4EGSP0AX100413","2010","06",45180,70
"JXT4EGSP0AX100414","2010","04",7240,96
"JXT4EGSP0AX100415","2010","10",5000,97
"JXT4EGSP0AX100416","2010","06",36840,76
"JXT4EGSP0AX100417","2010","05",12100,92
"JXT4EGSP0AX100418","2010","01",8600,95
"JXT5EGSP0AX100419","2010","01",9170,94
"JXT4EGSP0AX100420","2010","04",33360,78
"JXT4EGSP0AX100421","2010","10",38200,75
"JXT5EGSP0AX100422","2010","09",84510,44
"JXT4EGSP0AX100423","2010","01",5760,97
"JXT4EGSP0AX100424","2010","02",10000,94
"JXT4EGSP0AX100425","2010","07",13230,92
"JXT5EGSP0AX100426","2010","02",9180,94
"JXT4EGSP0AX100427","2010","11",100870,33
"JXT5EGSP0AX100428","2010","09",43020,72
"JXT4EGSP0AX100429","2010","10",56000,63
"JXT5EGSP0AX100430","2010","01",6120,96
"JXT4EGSP0AX100431","2010","10",80100,47
"JXT5EGSP0AX100432","2010","03",6480,96
"JXT5EGSP0AX100433","2010","09",67230,56
"JXT4EGSP0AX100434","2010","02",5380,97
"JXT5EGSP0AX100435","2010","01",1140,100
"JXT5EGSP0AX100436","2010","06",44220,71
"JXT4EGSP0AX100437","2010","08",54160,64
"JXT4EGSP0AX100438","2010","11",35530,77
"JXT4EGSP0AX100439","2010","04",680,100
"JXT5EGSP0AX100440","2010","04",2280,99
"JXT5EGSP0AX100441","2010","03",21570,86
"JXT4EGSP0AX100442","2010","09",11790,93
"JXT4EGSP0AX100443","2010","03",11490,93
"JXT5EGSP0AX100444","2010","05",43100,72
"JXT4EGSP0AX100445","2010","09",28980,81
"JXT5EGSP0AX100446","2010","04",4640,97
"JXT4EGSP0AX100447","2010","07",59780,61
"JXT4EGSP0AX100448","2010","07",15750,90
"JXT4EGSP0AX100449","2010","03",29130,81
"JXT4EGSP0AX100450","2010","04",21240,86
"JXT5EGSP0AX100451","2010","01",2240,99
"JXT4EGSP0AX100452","2010","11",60720,60
"JXT4EGSP0AX100453","2010","11",87010,42
"JXT4EGSP0AX100454","2010","06",20160,87
"JXT4EGSP0AX100455","2010","03",25710,83
"JXT4EGSP0AX100456","2010","02",16580,89
"JXT5EGSP0AX100457","2010","07",51240,66
"JXT5EGSP0AX100458","2010","06",25260,84
"JXT4EGSP0AX100459","2010","12",79920,47
"JXT5EGSP0AX100460","2010","03",450,100
"JXT5EGSP0AX100461","2010","11",109780,27
"JXT5EGSP0AX100462","2010","05",34450,78
"JXT4EGSP0AX100463","2010","09",44730,71
"JXT5EGSP0AX100464","2010","12",85920,43
"JXT4EGSP0AX100465","2010","02",11080,93
"JXT4EGSP0AX100466","2010","06",36840,76
"JXT4EGSP0AX100467","2010","08",66320,56
"JXT4EGSP0AX100468","2010","12",38640,75
"JXT5EGSP0AX100469","2010","12",115080,24
"JXT4EGSP0AX100470","2010","07",11900,93
"JXT4EGSP0AX100471","2010","07",6650,96
"JXT4EGSP0AX100472","2010","11",75460,50
"JXT4EGSP0AX100473","2010","11",55110,64
"JXT4EGSP0AX100474","2010","11",91740,39
"JXT4EGSP0AX100475","2010","05",23350,85
"JXT4EGSP0AX100476","2010","11",7040,96
"JXT4EGSP0AX100477","2010","03",28620,81
"JXT4EGSP0AX100478","2010","04",5640,97
"JXT4EGSP0AX100479","2010","02",17480,89
"JXT5EGSP0AX100480","2010","10",31100,80
"JXT4EGSP0AX100481","2010","08",8320,95
"JXT5EGSP0AX100482","2010","12",75240,50
"JXT4EGSP0AX100483","2010","05",45450,70
"JXT5EGSP0AX100484","2010","07",20230,87
"JXT4EGSP0AX100485","2010","10",44400,71
"JXT4EGSP0AX100486","2010","01",3380,98
"JXT5EGSP0AX100487","2010","08",77200,49
"JXT4EGSP0AX100488","2010","03",25740,83
"JXT4EGSP0AX100489","2010","09",51750,66
"JXT4EGSP0AX100490","2010","06",41340,73
"JXT4EGSP0AX100491","2010","05",32650,79
"JXT5EGSP0AX100492","2010","12",54600,64
"JXT4EGSP0AX100493","2010","01",9230,94
"JXT4EGSP0AX100494","2010","06",43500,71
"JXT4EGSP0AX100495","2010","02",2280,99
"JXT5EGSP0AX100496","2010","07",63980,58
"JXT4EGSP0AX100497","2010","03",6360,96
"JXT5EGSP0AX100498","2010","12",76200,50
"JXT4EGSP0AX100499","2010","06",5760,97
"JXT5EGSP0AX100500","2010","11",27940,82
"JXT5EGSP0AX100501","2010","02",13580,91
"JXT5EGSP0AX100502","2010","09",75420,50
"JXT4EGSP0AX100503","2010","02",2180,99
"JXT4EGSP0AX100504","2010","01",7970,95
"JXT4EGSP0AX100505","2010","01",60,100
"JXT5EGSP0AX100506","2010","04",16240,90
"JXT2EGSP0AX100507","2010","08",58640,61
"JXT5EGSP0AX100508","2010","03",7350,96
"JXT4EGSP0AX100509","2010","03",20340,87
"JXT4EGSP0AX100510","2010","06",11220,93
"JXT4EGSP0AX100511","2010","10",13900,91
"JXT4EGSP0AX100512","2010","06",35520,77
"JXT4EGSP0AX100513","2010","04",27160,82
"JXT5EGSP0AX100514","2010","04",34480,78
"JXT4EGSP0AX100515","2010","06",27960,82
"JXT4EGSP0AX100516","2010","02",14200,91
"JXT4EGSP0AX100517","2010","03",18150,88
"JXT4EGSP0AX100518","2010","02",4660,97
"JXT4EGSP0AX100519","2010","09",62010,59
"JXT5EGSP0AX100520","2010","12",109320,28
"JXT4EGSP0AX100521","2010","08",43040,72
"JXT4EGSP0AX100522","2010","09",88470,42
"JXT4EGSP0AX100523","2010","05",8500,95
"JXT4EGSP0AX100524","2010","05",36000,76
"JXT4EGSP0AX100525","2010","05",11350,93
"JXT5EGSP0AX100526","2010","11",6600,96
"JXT4EGSP0AX100527","2010","07",63420,58
"JXT5EGSP0AX100528","2010","08",60320,60
"JXT4EGSP0AX100529","2010","05",48200,68
"JXT5EGSP0AX100530","2010","08",14080,91
"JXT4EGSP0AX100531","2010","06",38760,75
"JXT4EGSP0AX100532","2010","03",3900,98
"JXT4EGSP0AX100533","2010","01",1420,100
"JXT4EGSP0AX100534","2010","10",56500,63
"JXT5EGSP0AX100535","2010","07",47880,69
"JXT4EGSP0AX100536","2010","12",60840,60
"JXT4EGSP0AX100537","2010","07",65730,57
"JXT4EGSP0AX100538","2010","09",15390,90
"JXT2EGSP0AX100539","2010","03",21930,86
"JXT5EGSP0AX100540","2010","11",55000,64
"JXT4EGSP0AX100541","2010","05",44000,71
"JXT5EGSP0AX100542","2010","06",4380,98
"JXT4EGSP0AX100543","2010","04",20960,87
"JXT4EGSP0AX100544","2010","05",34200,78
"JXT5EGSP0AX100545","2010","04",24920,84
"JXT4EGSP0AX100546","2010","04",25280,84
"JXT4EGSP0AX100547","2010","06",39420,74
"JXT5EGSP0AX100548","2010","11",110,100
"JXT5EGSP0AX100549","2010","08",30640,80
"JXT4EGSP0AX100550","2010","04",34760,77
"JXT4EGSP0AX100551","2010","11",32560,79
"JXT5EGSP0AX100552","2010","11",86680,43
"JXT5EGSP0AX100553","2010","07",12740,92
"JXT5EGSP0AX100554","2010","02",7500,95
"JXT4EGSP0AX100555","2010","09",52290,66
"JXT5EGSP0AX100556","2010","01",980,100
"JXT2EGSP0AX100557","2010","07",6650,96
"JXT4EGSP0AX100558","2010","10",86600,43
"JXT4EGSP0AX100559","2010","10",14100,91
"JXT4EGSP0AX100560","2010","06",15900,90
